# Summary stats for batch processing of regression models
timestamp: 2020-04-08 16:53:10
"ID","file_name","slope","p_val","r2"
30,"ranFile030.csv",0.0357117301505887,0.817464402806905,0.00105428378294733
31,"ranFile031.csv",0.0947725624962356,0.387805992903847,0.0114959263314787
32,"ranFile032.csv",-0.0196560753384087,0.924687931365652,0.000292900378802979
33,"ranFile033.csv",0.0692454187223766,0.626876427846225,0.00417375117188988
34,"ranFile034.csv",0.0415125528115144,0.762057854000788,0.00168063189386789
35,"ranFile035.csv",0.0365380170188732,0.737726381145303,0.00173696347692413
36,"ranFile036.csv",0.080424627418779,0.464438146948377,0.00646586769535418
37,"ranFile037.csv",0.0449588963038445,0.687970240507298,0.00205251553274586
38,"ranFile038.csv",0.191586670034908,0.164897438286186,0.0374695741149461
39,"ranFile039.csv",-0.00870133269697381,0.940680079758399,9.00354012750038e-05
40,"ranFile040.csv",0.0806599134068046,0.697158890070048,0.00425650903446306
41,"ranFile041.csv",0.0703431467716935,0.583862562105143,0.00486650654664191
42,"ranFile042.csv",-0.0045993470601336,0.967238124303723,1.92788996738204e-05
43,"ranFile043.csv",-0.196733831678306,0.142000426271495,0.0344499109213795
44,"ranFile044.csv",0.192761066638063,0.210239585373759,0.0389571773670943
45,"ranFile045.csv",-0.330611779626943,0.244131294094542,0.0640058414405705
46,"ranFile046.csv",0.164022674870801,0.315878932294451,0.0239456642263029
47,"ranFile047.csv",0.125833719495006,0.436054199974621,0.0148658882738117
48,"ranFile048.csv",0.0874484597458894,0.37816852643737,0.0119683878989953
49,"ranFile049.csv",0.159681702570196,0.408317140343587,0.0236994324892603
50,"ranFile050.csv",-0.118149998392125,0.363647784313226,0.0131167791988663
51,"ranFile051.csv",-0.130655303136687,0.258294354755724,0.0172352370651628
52,"ranFile052.csv",0.0624712376087072,0.600054528985226,0.00418822650626092
53,"ranFile053.csv",-0.0945198460874548,0.464691578280419,0.00941637659075684
54,"ranFile054.csv",0.0668449037854734,0.537775971085635,0.00428087309393281
55,"ranFile055.csv",-0.162221606674561,0.102336586277878,0.026999886734349
56,"ranFile056.csv",0.0421090251391756,0.772001658512538,0.00212312466774385
57,"ranFile057.csv",-0.170002810224024,0.515517993540626,0.0204087414508199
58,"ranFile058.csv",0.15305578686145,0.503264147061135,0.0155952629386146
59,"ranFile059.csv",0.29728347866228,0.0593093539254241,0.0721327261687552
60,"ranFile060.csv",0.0995331175288118,0.74758227228954,0.00763740168856171
61,"ranFile061.csv",-0.179063972908537,0.204533279677722,0.0296378482333668
62,"ranFile062.csv",-0.0423561143496942,0.674867232502492,0.00213055029072333
63,"ranFile063.csv",-0.255155152153223,0.01294826873186,0.0738490180143252
64,"ranFile064.csv",0.128191578791484,0.31342449983473,0.0172199298108925
65,"ranFile065.csv",0.0417829534016018,0.783965171041092,0.00161496877394985
66,"ranFile066.csv",0.0603552340989438,0.906436212481627,0.0024983879621107
67,"ranFile067.csv",-0.161036716057635,0.18683941205124,0.0251141757495737
68,"ranFile068.csv",0.202562585890234,0.0432660073643008,0.0483069674655812
69,"ranFile069.csv",0.255971730802887,0.154337956584196,0.0826819998708451
70,"ranFile070.csv",0.0551560311221596,0.578362020585447,0.00356455069239582
71,"ranFile071.csv",-0.288894834990376,0.0442691777208371,0.088809390303967
72,"ranFile072.csv",-0.157699059198307,0.476588615792717,0.0256381762810529
73,"ranFile073.csv",0.258239005234989,0.0712290901332817,0.057962083159305
74,"ranFile074.csv",0.10430891805278,0.333778555266524,0.011125198992683
75,"ranFile075.csv",-0.0474980864619485,0.689275970648664,0.00243771674335458
76,"ranFile076.csv",-0.063429834588242,0.58374208802146,0.00376919781025308
77,"ranFile077.csv",-0.0616577909561941,0.680000255236581,0.00336298072152504
78,"ranFile078.csv",-0.207481252574145,0.310504447815617,0.0446688641824832
79,"ranFile079.csv",-0.241932872002989,0.0794755840811056,0.0590796595674764
80,"ranFile080.csv",-0.0895990761663614,0.496660684443112,0.00800335576811706
81,"ranFile081.csv",0.102813036199936,0.589505397780795,0.011349069341812
82,"ranFile082.csv",0.0879562263145049,0.640658057359935,0.008186720027241
83,"ranFile083.csv",-0.00908928811792335,0.92504483137666,9.8889989884249e-05
84,"ranFile084.csv",-0.0849198718138483,0.650857445184191,0.00769783769093511
85,"ranFile085.csv",-0.278490509281339,0.0720009274507492,0.0848454317692651
86,"ranFile086.csv",-0.100089094135396,0.390451788632039,0.00848998855704294
87,"ranFile087.csv",0.119440078072411,0.316806081735464,0.0133603731277329
88,"ranFile088.csv",0.191472866558425,0.172293266891021,0.0355232779555184
89,"ranFile089.csv",-0.012345583609305,0.917503480664124,0.000115976462180226
90,"ranFile090.csv",-0.120731868980849,0.436848182756159,0.0141227896185308
91,"ranFile091.csv",-0.21709579732797,0.28462650658809,0.042272385976861
92,"ranFile092.csv",-0.103513782413076,0.49631582741662,0.0101192881370774
93,"ranFile093.csv",-0.00495522951020131,0.971329665310095,2.06668352582492e-05
94,"ranFile094.csv",0.128319247474177,0.244452338569973,0.0198692752817345
95,"ranFile095.csv",0.00234762879799489,0.99102653450869,4.01506405185761e-06
96,"ranFile096.csv",0.00391479184760447,0.974369242960387,1.57592226845299e-05
97,"ranFile097.csv",0.15399373923395,0.385022799523902,0.0344775776318783
98,"ranFile098.csv",0.0387079377287367,0.684451095773297,0.00204951141548652
99,"ranFile099.csv",-0.0163942806322097,0.948049658710131,0.000207006080608563
100,"ranFile100.csv",0.130292742679514,0.268591206999536,0.0200259997333689
