ID,Height
871,16
872,16
873,16
874,16
875,16
876,16
877,16
878,16
879,16
880,16
881,16
882,16
883,16
884,16
885,16
886,16
887,16
888,16
889,16
890,16
891,16
892,16
893,16
894,16
895,16
896,16
897,16
898,16
899,16
900,16
901,16
902,16
903,16
904,16
905,16
906,16
907,16
908,16
909,16
910,16
911,16
912,16
913,16
914,16
915,16
916,16.2
917,16.4
918,16.4
919,16.5
920,16.5
921,16.5
922,16.5
923,16.5
924,16.5
925,16.9
926,16.9
927,17
928,17
929,17
930,17
931,17
932,17
933,17
934,17
935,17
936,17
937,17
938,17
939,17
940,17
941,17
942,17
943,17
944,17
945,17
946,17
947,17
948,17
949,17
950,17
951,17
952,17
953,17
954,17
955,17
956,17
957,17
958,17
959,17
960,17
961,17
962,17
963,17
964,17
965,17
966,17
967,17
968,17
969,17
970,17
971,17
972,17
973,17
974,17
975,17
976,17
977,17
978,17
979,17.1
980,17.1
981,17.2
982,17.2
983,17.2
984,17.5
985,17.5
986,17.5
987,17.5
988,17.5
989,17.5
990,17.5
991,17.7
992,17.8
993,18
994,18
995,18
996,18
997,18
998,18
999,18
1000,18
1001,18
1002,18
1003,18
1004,18
1005,18
1006,18
1007,18
1008,18
1009,18
1010,18
1011,18
1012,18
1013,18
1014,18
1015,18
1016,18
1017,18
1018,18
1019,18
1020,18
1021,18
1022,18
1023,18
1024,18
1025,18
1026,18
1027,18.1
1028,18.1
1029,18.2
1030,18.3
1031,18.4
1032,18.4
1033,18.5
1034,18.5
1035,18.5
1036,18.5
1037,18.9
1038,19
1039,19
1040,19
1041,19
1042,19
1043,19
1044,19
1045,19
1046,19
1047,19
1048,19
1049,19
1050,19
1051,19
1052,19
1053,19
1054,19
1055,19
1056,19
1057,19
1058,19.5
1059,19.5
1060,19.5
1061,19.5
1062,19.6
1063,19.6
1064,19.7
1065,19.8
1066,19.9
1067,20
1068,20
1069,20
1070,20
1071,20
1072,20
1073,20
1074,20
1075,20
1076,20
1077,20
1078,20
1079,20
1080,20
1081,20
1082,20
1083,20
1084,20
1085,20
1086,20
1087,20
1088,20
1089,20.1
1090,20.3
1091,20.4
1092,20.5
1093,20.5
1094,20.8
1095,21
1096,21
1097,21
1098,21
1099,21
1100,21
1101,21
1102,21
1103,21
1104,21
1105,21
1106,21
1107,21
1108,21
1109,21
1110,21.5
1111,21.5
1112,21.5
1113,21.6
1114,22
1115,22
1116,22
1117,22
1118,22
1119,22
1120,22
1121,22
1122,22
1123,22
1124,22
1125,22
1126,22
1127,22
1128,22
1129,22
1130,22
1131,22
1132,22.2
1133,22.5
1134,22.5
1135,22.5
1136,22.5
1137,22.6
1138,22.6
1139,22.8
1140,23
1141,23
1142,23
1143,23
1144,23
1145,23
1146,23
1147,23
1148,23
1149,23
1150,23
1151,23
1152,23
1153,23
1154,23.5
1155,23.5
1156,23.8
1157,23.9
1158,23.9
1159,24
1160,24
1161,24
1162,24
1163,24
1164,24
1165,24
1166,24
1167,24
1168,24
1169,24
1170,24
1171,24
1172,24
1173,24.3
1174,25
1175,25
1176,25
1177,25
1178,25
1179,25
1180,25
1181,25
1182,25
1183,25
1184,25.4
1185,25.5
1186,26
1187,26
1188,26
1189,26
1190,26
1191,26
1192,26
1193,26
1194,26
1195,26
1196,26.1
1197,27
1198,27
1199,27
1200,27
1201,27
1202,27
1203,27
1204,27
1205,27
1206,27
1207,27
1208,27
1209,27.2
1210,27.3
1211,27.4
1212,27.5
1213,27.6
1214,28
1215,28
1216,28
1217,28.4
1218,28.5
1219,28.8
1220,29
1221,29
1222,29
1223,29
1224,29.5
1225,29.5
1226,29.5
1227,29.7
1228,29.9
1229,30
1230,30
1231,30
1232,30
1233,30
1234,30
1235,30
1236,30
1237,30
1238,30
1239,30.5
1240,31
1241,31
1242,31
1243,31
1244,31
1245,31.5
1246,31.5
1247,32
1248,32
1249,32
1250,32.5
1251,33
1252,33
1253,33.4
1254,33.5
1255,34
1256,34
1257,34
1258,34
1259,34
1260,34
1261,34
1262,34
1263,34
1264,34.4
1265,34.5
1266,34.5
1267,34.5
1268,35
1269,35
1270,35
1271,35
1272,35
1273,35
1274,35
1275,35
1276,35.3
1277,35.5
1278,36
1279,36
1280,36
1281,36
1282,36
1283,36.4
1284,37
1285,37.5
1286,37.8
1287,38
1288,38
1289,38
1290,38
1291,38
1292,38.3
1293,39
1294,39
1295,39
1296,39
1297,39.5
1298,39.9
1299,40
1300,40
1301,40
1302,41
1303,41
1304,42
1305,42
1306,42
1307,42.4
1308,43
1309,43
1310,43
1311,43
1312,43
1313,43
1314,43
1315,44
1316,44
1317,44
1318,44
1319,44
1320,45
1321,45
1322,45
1323,45
1324,45
1325,45
1326,47
1327,47
1328,47
1329,48
1330,48
1331,49
1332,50
1333,50.5
1334,51.5
1335,51.8
1336,52
1337,52
1338,53
1339,53
1340,53.2
1341,55
1342,55
1343,55.5
1344,57.4
1345,58
1346,59
1347,59.5
1348,60
1349,60.5
1350,62
1351,66
1352,66
1353,66.2
1354,69.8
1355,73
1356,75
1357,75.5
1358,78
1359,80
1360,82
1361,85
1362,86
1363,90
1364,92
1365,92
1366,98
1367,98.5
1368,114
1369,148.5
